Nama;Kegiatan;Kecamatan;Wilayah;Kategori;lat;lng
Kios Baju Bekas Bu Budi Astuti Pasar Gading;menjual baju bekas;Surakarta;Surakarta;Surakarta;-7.583628951860528;110.82639167163816
Toko Src Noventi;menjual segala keperluan rumah tangga seperti beras, gula, air mineral, mie instan dll;Surakarta;Surakarta;Surakarta;-7.5629569;110.8554062
Warung Makan Bu Widi;menjual aneka nasi sayur, aneka minuman dan lauk pauk;Surakarta;Surakarta;Surakarta;-7.563451;110.8553768
Kios Buah;menjual buah di kios;Surakarta;Surakarta;Surakarta;-7.568755138888889;110.83117675
Bakmi Jawa Dan Nasgor;menjual bakmi jawa dan nasi goreng;Surakarta;Surakarta;Surakarta;-7.562250564617111;110.80706974286348
Sate Ayam Madura;menjual sate ayam madura;Surakarta;Surakarta;Surakarta;-7.56225559060571;110.8070640150901
Sate Padang Setia Bundo;menjual sate padang;Surakarta;Surakarta;Surakarta;-7.562272601243681;110.80705927838653
Warung Sambel Belut;menjual sambal belut;Surakarta;Surakarta;Surakarta;-7.562246053872385;110.80705749879185
Soto Betawi Dan Nasi Uduk Bang Daddo;menjual soto betawi dan nasi uduk;Surakarta;Surakarta;Surakarta;-7.5622532048875915;110.80706443449576
Spesial Masakan Ayam Pak Keceng;menjual aneka masakan;Surakarta;Surakarta;Surakarta;-7.562288894306049;110.80706338942763
Sea Food Mbak Nur;menjual aneka masakan seafood;Surakarta;Surakarta;Surakarta;-7.56229098065272;110.80705280206436
Sop Kaki Kambing Sudi Mampir Fadh;menjual sop kaki kambing;Surakarta;Surakarta;Surakarta;-7.562299198251003;110.80703139240809
Tahu Campur Cak Kenedi;menjual tahu campur;Surakarta;Surakarta;Surakarta;-7.56226116169744;110.8070109072356
Wedangan Rizky;menjual nasi sayur, es teh, roti bakar;Surakarta;Surakarta;Surakarta;-7.5528789;110.835067
Daging Sapi Sutarti;menjual daging sapi;Surakarta;Surakarta;Surakarta;-7.5709585;110.8519138
Tengkleng Kambing Mbak Ira;menjual tengkleng kambing;Surakarta;Surakarta;Surakarta;-7.562232161464507;110.80697588202014
Eka Cell;menjual pulsa, voucher kuota, kartu perdana;Surakarta;Surakarta;Surakarta;-7.5532056;110.8344879
Octa Blackthroat;JUAL BELI BURUNG PIARAAN (BLACKTHROUT) ;Surakarta;Surakarta;Surakarta;-7.5630575;110.8268643
Viola;menjual makan dan ea;Surakarta;Surakarta;Surakarta;-7.5675602;110.8533766
Afifah Cell;menjual pulsa;Surakarta;Surakarta;Surakarta;-7.5675193;110.8533587
Warung Makan Sunari;menjual soto, kare, sayur matang;Surakarta;Surakarta;Surakarta;-7.5532656;110.8350489
Warung Kelontong Mbak Fitri;MENJUAL ROKOK, SABUN MANDI/CUCI, PASTA GIGI, MINYAK GORENG, DLL;Surakarta;Surakarta;Surakarta;-7.5627747;110.8265804
Warung Klontong Bu Teguh;menjual kebutuhan rumah tangga;Surakarta;Surakarta;Surakarta;-7.5866899;110.8274
Warung Kelontong Mas Keong;membuat karak;Surakarta;Surakarta;Surakarta;-7.5669245;110.852997
Kelapa Parut Mbak Bekti;MENJUAL KELAPA PARUT;Surakarta;Surakarta;Surakarta;-7.5628068;110.8265683
Rambak Gurih Azka;menjual rambak;Surakarta;Surakarta;Surakarta;-7.5523693;110.8352798
Bengkel Amru Motor;bengkel sepeda motor;Surakarta;Surakarta;Surakarta;-7.5711809;110.8517504
Bumbu Racik Tradisional;menjual bumbu masak;Surakarta;Surakarta;Surakarta;-7.5536213;110.8342439
Kelontong Suyatmi;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5708435;110.8519197
Onderdil Joko;menjual onderdil motor;Surakarta;Surakarta;Surakarta;-7.5708155;110.8518713
Tiga Jaya Motor;melayani jual beli sepeda motor;Surakarta;Surakarta;Surakarta;-7.5524139;110.8351033
Toko Ijo;menjual sembako;Surakarta;Surakarta;Surakarta;-7.556775347209924;110.77939360782618
Kamboja Kering;menjual kamboja kering;Surakarta;Surakarta;Surakarta;-7.567482;110.8534429
Karak Mbak Ninik;menjual kerupuk;Surakarta;Surakarta;Surakarta;-7.558429017958303;110.81482303494013
Kelontong Wagiyem;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5677837;110.8534807
Toko Bumbu Bu Parmi;menjual aneka bumbu;Surakarta;Surakarta;Surakarta;-7.558431100244246;110.81482893451627
Jahit Endang;melayani jasa jahit pakaian;Surakarta;Surakarta;Surakarta;-7.5531581;110.8346013
Toko Jumali;menjual makanan ringan;Surakarta;Surakarta;Surakarta;-7.558426897463544;110.81482751612684
Ayam Bakar Bu Sri;menjual ayam bakar;Surakarta;Surakarta;Surakarta;-7.5676373;110.8534904
Soto Kwali Mbok Yem;menyediakan nasi soto;Surakarta;Surakarta;Surakarta;-7.5731091;110.8302104
Blesing Laundry;laundry;Surakarta;Surakarta;Surakarta;-7.5699743;110.8520802
Kelontong Bu Salami;jualan sembako dan keperluan rumah tangga;Surakarta;Surakarta;Surakarta;-7.5556888;110.8154835
Pop Bensin Mini;beli pom bensin mini;Surakarta;Surakarta;Surakarta;-7.5790477;110.8417587
Kebab Dan Burger;menjual kebab dan burger;Surakarta;Surakarta;Surakarta;-7.5622774175022105;110.80697036020041
Warung Kelontong;kulak an barang klintong, sembako, segala macam sabun, dsb;Surakarta;Surakarta;Surakarta;-7.5790534;110.841798
Edo S Burger;menjual burger;Surakarta;Surakarta;Surakarta;-7.56225048168053;110.80697906873912
Aneka Es Eni Haryani;menyediakan aneka es;Surakarta;Surakarta;Surakarta;-7.5730416;110.8305211
V Snack;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5707087;110.8512904
Shuttlecock;membuay shuttlecock;Surakarta;Surakarta;Surakarta;-7.5819202;110.8125496
Peyek Mbh Kardtijo;membuat peyek;Surakarta;Surakarta;Surakarta;-7.5702962;110.8520047
Nasi Kuning Renes;membuat nasi kuning;Surakarta;Surakarta;Surakarta;-7.5708282;110.8518968
Eka Laundry;malayani jasa laundry;Surakarta;Surakarta;Surakarta;-7.5535123;110.8347361
Kios Buah Ismiyatun;menjual buah;Surakarta;Surakarta;Surakarta;-7.556530887931217;110.77944537203301
Bengkel Wiyono;bengkel;Surakarta;Surakarta;Surakarta;-7.5685819;110.8505069
Pia-Pia Pak Min Sumber;menjual snack pia-pia di rumah;Surakarta;Surakarta;Surakarta;-7.5459563;110.8097436
Pom Mini Alfa;pom mini;Surakarta;Surakarta;Surakarta;-7.5718571;110.8452296
Ardika;menjual pulsa dan pembayaran online;Surakarta;Surakarta;Surakarta;-7.5715035;110.8522203
Katering Kusuma Janti;membuat makanan dan kue basah ;Surakarta;Surakarta;Surakarta;-7.5591021;110.8436846
Penjahit Amik;menjahit pakaian bayi;Surakarta;Surakarta;Surakarta;-7.5716364;110.8510944
Warung Mak Pri;makanan dan minuman ringan;Surakarta;Surakarta;Surakarta;-7.575155;110.84068
Yustina Kangen Water;MENJUAL AIR MINERAL KANGEN WATER;Surakarta;Surakarta;Surakarta;-7.5633656;110.827905
Jual Beli Rosok Sriyadi;JUAL BELI ROSOK;Surakarta;Surakarta;Surakarta;-7.5369197;110.8280195
Kebab Zam Zam Galih;menjial kebab;Surakarta;Surakarta;Surakarta;-7.5715496;110.8518134
Kulit Ceker Crispy Bu Nuk;membuat kulit ceker krispy ;Surakarta;Surakarta;Surakarta;-7.5719844;110.8524508
Yono Soto Sop;menjual menu sarapan pagi soto, Sop dan minuman seperti es teh, es jeruk dll;Surakarta;Surakarta;Surakarta;-7.5425953;110.812039
Kelontong Untoro;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5730834;110.8523865
Isi Ulang Air Urip Jaya;isi ulang air;Surakarta;Surakarta;Surakarta;-7.5712438;110.8513166
Talent Art;membuat dan menjual lukisan;Surakarta;Surakarta;Surakarta;-7.5705677;110.8121636
Warung Makan Mb Cublik;menjual nasi sayur;Surakarta;Surakarta;Surakarta;-7.5664126;110.8167184
Kelontong Bu Warni;Menjual aneka sembako;Surakarta;Surakarta;Surakarta;-7.5566314;110.8026367
Dapoer Alip;Menjual kue kering;Surakarta;Surakarta;Surakarta;-7.5472389;110.8106148
Faiz Fried Chicken;menjual ayam goreng tepung di rumah;Surakarta;Surakarta;Surakarta;-7.5576445;110.8368948
Wedangan Pak Heru;menerima pesanan nasi tumpeng dan nasi box di rumah;Surakarta;Surakarta;Surakarta;-7.5591839;110.8316362
Warung Sembako Bu Pur;Menjual Sprei dengan sistem PO ;Surakarta;Surakarta;Surakarta;-7.5745877;110.8368516
Catering Ibu Ririn;Menjual berbagai macam makanan hewan ;Surakarta;Surakarta;Surakarta;-7.5754051;110.8375778
Kedai Minuman Mbok Putu;menjual aneka minuman di rumah;Surakarta;Surakarta;Surakarta;-7.558183;110.8355141
Dagang Mkanan;bahan tepung telur kacang jg ikan teri  campur air secukupnya goreng kemas jual;Surakarta;Surakarta;Surakarta;-7.5781584;110.840873
Toko Sembako;menjual bahan pokok;Surakarta;Surakarta;Surakarta;-7.571471194444444;110.84098813888889
Verse Shop;menjual baju online di rumah;Surakarta;Surakarta;Surakarta;-7.5591036;110.8347329
Becraf / D Rajut;produksi rajut di rumah;Surakarta;Surakarta;Surakarta;-7.5608235;110.8348817
Warung Makan Bu Yani;menjual nasi sayur & ayam penyet;Surakarta;Surakarta;Surakarta;-7.5468042;110.8290761
Salon Bunda;jasa kecantikan dan perawatan rambut dan badan;Surakarta;Surakarta;Surakarta;-7.5611133;110.8348015
Kedai Rillos;menjual aneka makanan dan camilan di rumah;Surakarta;Surakarta;Surakarta;-7.5614099;110.8351563
Klontong Rillos;menjual barang kebutuhan rumah tangga di rumah;Surakarta;Surakarta;Surakarta;-7.5613628;110.8352039
Tenongan Ibu Partini;Menjual berbagai macam nasi bungkus, snack makanan ringan;Surakarta;Surakarta;Surakarta;-7.5745402;110.8363461
Toko Kelontong Mbak Yuli;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5868029;110.839418
Warung Sayur;menjual sayur segar di rumah;Surakarta;Surakarta;Surakarta;-7.561153;110.83434
Warung Puspa;menjual aneka sayuran&toko kelontong;Surakarta;Surakarta;Surakarta;-7.5766039;110.842014
Asih Collection;membuat pakaian sesuai pesanan;Surakarta;Surakarta;Surakarta;-7.5765366;110.840951
Warung Makan Kandang Ayam;Mengolah ayam mentah menjadi ayam goreng ;Surakarta;Surakarta;Surakarta;-7.5748511;110.8359625
Angkringan Njero Kampung;menjual berbagai macam minuman dan makanan di rumah;Surakarta;Surakarta;Surakarta;-7.560533;110.8351197
Warung Klontong Mbah Putri;menjual barang kebutuhan rumah tangga;Surakarta;Surakarta;Surakarta;-7.5608761;110.8350508
Sahabat Laundry;Jasa cuci pakaian (Laundry) ;Surakarta;Surakarta;Surakarta;-7.5746063;110.8364791
Toko Pakaian Bu Parti;Menjual Pakaian ;Surakarta;Surakarta;Surakarta;-7.575229;110.835952
Salsabila My Shop;Menjual Sprei dengan sistem PO ;Surakarta;Surakarta;Surakarta;-7.5745877;110.8368516
Pakan Burung Mas Lindu;Menjual berbagai macam makanan hewan ;Surakarta;Surakarta;Surakarta;-7.5754051;110.8375778
Dara Cake And Cookies;Membuat Donat, aneka kue kering, Bolu, dan lain sebagainya ;Surakarta;Surakarta;Surakarta;-7.5755518;110.8384291
Putro Dwi Susilo;Mengolah ban bekas menjadi ban baru siap pakai ;Surakarta;Surakarta;Surakarta;-7.5745315;110.836441
Warung Kelontong Mbah Wandiyem;menjual kebutuhan pokok,makanan ringan&minuman;Surakarta;Surakarta;Surakarta;-7.5798532;110.8417003
Esti Fashion;Online shop aneka pakaian;Surakarta;Surakarta;Surakarta;-7.5785883;110.8409917
Laundry;Menerima jasa Laundry ;Surakarta;Surakarta;Surakarta;'-7.5754574;110.8376908
Aneka Gorengan Kayla;membuat dan menjual aneka makanan ringan/gorengan;Surakarta;Surakarta;Surakarta;-7.569688875235216;110.81547676595935
Warung Endah;menjual barang kebutuhan rumah tangga, snack dan minuman ringan;Surakarta;Surakarta;Surakarta;-7.5579499722222225;110.839228
Berkah Bleduk;membuat furniture;Surakarta;Surakarta;Surakarta;-7.579525;110.8417811
Banalova Chrispy Banana;kendai makanan;Surakarta;Surakarta;Surakarta;-7.5717267;110.8448299
Ilook.Skincare;Menjual berbagai macam skincare seperti masker rambut, toner, handbody, dll di Shopee;Surakarta;Surakarta;Surakarta;-7.5683291;110.803941
Ayam Goreng Kremes Sutrisno;Menjual ayam kremes di rumah;Surakarta;Surakarta;Surakarta;-7.586111111111111;110.8225
Warung Kelontong Pak Joko;menjual aneka kebutuhan pokok, makanan ringan &minuman;Surakarta;Surakarta;Surakarta;-7.5798937;110.841054
Warung Pak Purnomo;warung sembako;Surakarta;Surakarta;Surakarta;-7.578227;110.8409254
Jasa Jahit Daster;jasa menjahit;Surakarta;Surakarta;Surakarta;-7.5781799;110.8395471
Penjahit Bu Bini;Menjahit pakaian di rumah;Surakarta;Surakarta;Surakarta;-7.58305;110.82171666666666
Wedangan Heru;titipan aneka mkanan dr nasi sampai lauknya minuman. jual sore pe mlm;Surakarta;Surakarta;Surakarta;-7.5778488;110.8407986
Roti Basah Mbah Kakung;memproduksi roti basah di rumah;Surakarta;Surakarta;Surakarta;-7.5608759;110.8350536
Ichsan Garage Cvt;reparasi/bengkel;Surakarta;Surakarta;Surakarta;-7.5788339;110.8401186
Wedangan Pengkol;menjual makanan dan minuman;Surakarta;Surakarta;Surakarta;-7.5681845;110.8151676
Perdagangan;ke pangkalan gas lpj. terus jual;Surakarta;Surakarta;Surakarta;-7.5781556;110.8408813
Toko Kelontong;toko kelontong ;Surakarta;Surakarta;Surakarta;-7.5640424;110.8309709
Becak Sri Wahyuni;persewaan becak;Surakarta;Surakarta;Surakarta;-7.5633955;110.8343641
Sukini;menjual es buah dan es kopyor;Surakarta;Surakarta;Surakarta;-7.5379908;110.8082871
Mebel Hikmah Mulya;Membuat furniture dari berbagai macam jenis kayu;Surakarta;Surakarta;Surakarta;-7.5605459;110.8082005
Toko Aulia;Menjual bahan kebutuhan pokok di rumah;Surakarta;Surakarta;Surakarta;-7.5667108;110.8040977
Anna Olshop;Menjual Pakaian Wanita berupa Daster Secara Online;Surakarta;Surakarta;Surakarta;-7.568286;110.8036206
Toko Kelontong Family;toko kelontong ;Surakarta;Surakarta;Surakarta;-7.5640383;110.8310294
Kain Lukis;Bahan kain cat kuas obat gambar plangkan gambar jemur. Setor;Surakarta;Surakarta;Surakarta;-7.5789522;110.8411808
Dapur Mama;menjual makanan siap saji di rumah;Surakarta;Surakarta;Surakarta;-7.561137;110.8346851
Warung Bu Nina;menjual makanan dan minuman;Surakarta;Surakarta;Surakarta;-7.5598544;110.8404148
Oren Loundry;mencuci baju para pelanggan;Surakarta;Surakarta;Surakarta;-7.561376;110.8403232
Salon Puspa;jasa salon kecantikan ;Surakarta;Surakarta;Surakarta;-7.5796305;110.8087781
Warung Makan Kus;kuliner;Surakarta;Surakarta;Surakarta;-7.5708704;110.8014025
Daster Sambung;membuat pakaian wanita ;Surakarta;Surakarta;Surakarta;-7.5798206;110.8081279
Warung Ning Yoga;menjual makanan utk sarapan pagi;Surakarta;Surakarta;Surakarta;-7.5468081;110.8290774
Penjahit Bu Ester;jasa jahit ;Surakarta;Surakarta;Surakarta;-7.5632893;110.8342412
Potong Rambut Ismail;potong rambut laki-laki;Surakarta;Surakarta;Surakarta;-7.5640077;110.8308439
Warung Klontong Mbak Endah;menjual beras,gula,tepung,susu dll;Surakarta;Surakarta;Surakarta;-7.5450951;110.8286927
Warung Makan Bu Lami;MENJUAL NASI SAYUR DAN MINUMAN;Surakarta;Surakarta;Surakarta;-7.5587826;110.8300451
Toko Klontong Pak Ari;menjual barang kebutuhan rumah tangga di rumah;Surakarta;Surakarta;Surakarta;-7.5609859;110.8338438
Mie Ayam Dan Bakso Sono Karto Kadung Tresno;menjual mie ayam dan bakso;Surakarta;Surakarta;Surakarta;-7.569764;110.8118036
Rambak Bawang Syaira;membuat dan menjual rambak bawang;Surakarta;Surakarta;Surakarta;-7.5649605;110.8140828
Brambang Goreng Berkah;beli brambang kemas jual;Surakarta;Surakarta;Surakarta;-7.578964;110.8419401
Kelontong;kebutuhan bahan pokok;Surakarta;Surakarta;Surakarta;-7.570584722222222;110.84020230555555
Mainan Anak Bu Siti Nur;Menjual berbagai macam mainan Anak ;Surakarta;Surakarta;Surakarta;-7.576539;110.8361082
Warung Makan Sate& Gulai Kambing Pak Katijo;menjual masakan daging kambing;Surakarta;Surakarta;Surakarta;-7.5785384;110.8408035
Rainbowba;menjual aneka minuman boba di rumah;Surakarta;Surakarta;Surakarta;-7.561137;110.8346851
Toko Kelontong Bagas;Menjual berbagi macam kebutuhan sehari hari;Surakarta;Surakarta;Surakarta;-7.5637467;110.8366367
Florentina Dewi Puji Astuti;Menjual makanan siap saji/siap makan;Surakarta;Surakarta;Surakarta;-7.5634182;110.8364791
Gorengan Mariana;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5747775;110.8062979
Salon Fitri;Salon Kecantikan;Surakarta;Surakarta;Surakarta;-7.573244444444445;110.81293333333333
Warung Soto B Neno;Warung  SOTO;Surakarta;Surakarta;Surakarta;-7.575605;110.8071133
Warung Nasi B Narsi;JUAL NASI;Surakarta;Surakarta;Surakarta;-7.57288;110.80427
Karak Puli Ibu Sri;PEMBUATAN KARAK;Surakarta;Surakarta;Surakarta;-7.5741533;110.8083867
Aps (Argo Private School);Mengajari musik musik ;Surakarta;Surakarta;Surakarta;-7.5359914;110.8439873
Binatu Ainitu;mengosok pakaian;Surakarta;Surakarta;Surakarta;-7.5360535;110.8439159
Hartono Cell;menjual vocer pulsa;Surakarta;Surakarta;Surakarta;-7.5822767777777775;110.82344816666667
Kerajinan Membuat Burung Dari Kapas (Handycraft);membuat kerajinan ;Surakarta;Surakarta;Surakarta;-7.5799267;110.8087083
Usaha Gorengan Dan Snack Bu Lia;membuat gorengan;Surakarta;Surakarta;Surakarta;-7.5580757;110.8394549
Toko Ibanez;menjual mainan anak-anak;Surakarta;Surakarta;Surakarta;-7.5440479;110.8278609
Dapur Asty;MENJUAL SELAT DAN MENERIMA PESANAN NASI BOX;Surakarta;Surakarta;Surakarta;-7.5620384;110.8295856
Warung Kelontong Bu Atik;MENJUAL BARANG KEBUTUHAN HARIAN;Surakarta;Surakarta;Surakarta;-7.5621312;110.8295428
Loundry;jasa mencuci, setlika pakaian;Surakarta;Surakarta;Surakarta;-7.5794674;110.8089875
Es Mutiara Jelly;berjualan es;Surakarta;Surakarta;Surakarta;-7.5651333;110.8319133
Soto Seger Bu Karim;menjual soto seger di pasar legi;Surakarta;Surakarta;Surakarta;-7.5625895;110.8250674
Milano Mart;menjual beras, gula pasir, mie instant, aqua,rokok di rumah;Surakarta;Surakarta;Surakarta;-7.5493993;110.8071938
Warung Makan Bu Sarmi;Menjual sayur matengan;Surakarta;Surakarta;Surakarta;-7.5625958;110.8250097
Bengkel Cat Airbrush Dan Seni Logam;Mengecat dan Seni Logam;Surakarta;Surakarta;Surakarta;-7.5715974;110.8202004
Warkop Mas Agus;Menjual Minuman Kopi;Surakarta;Surakarta;Surakarta;-7.5730214;110.8176065
Penjahit Cik Meri;Menjahit Baju;Surakarta;Surakarta;Surakarta;-7.5720666;110.8183453
Cemal Cemil Snack House;Menjual Snack Ringan;Surakarta;Surakarta;Surakarta;-7.5712205;110.821187
Gendoet Tukang Patri;Tukang Patri;Surakarta;Surakarta;Surakarta;-7.5730471;110.8177454
Jakobs Wedangan;Menjual Nasi bungkus, gorengan dan minuman;Surakarta;Surakarta;Surakarta;-7.5730116;110.8177658
Marcel Sablon;sablon;Surakarta;Surakarta;Surakarta;-7.5747797;110.8389181
Wedangan Bambang;Menjual nasi bungkus, aneka sate, gorengan, dan minuman;Surakarta;Surakarta;Surakarta;-7.5726198;110.8200181
Toko Siti Aminah;MENJUAL SEMBAKO;Surakarta;Surakarta;Surakarta;-7.586584;110.8356047
Toko Kelontong Pak Tejo;berjualan sembako ;Surakarta;Surakarta;Surakarta;-7.5616358;110.8337927
Pawon Arsy;membuat & jual beli aneka makanan kecil;Surakarta;Surakarta;Surakarta;-7.5456071;110.8313235
Warung Gado Gado Bu Tarmi;MENJUAL GADO GADO, LOTEK ;Surakarta;Surakarta;Surakarta;-7.5865991;110.8356184
Toko Plastik Sri Yatun;menjual plastik ;Surakarta;Surakarta;Surakarta;-7.5465102;110.8292219
Jians Jus Sembako;menjual minuman minuman sembako;Surakarta;Surakarta;Surakarta;-7.5469134;110.8292298
Toko Bu Sami;MENJUAL SEMBAKO;Surakarta;Surakarta;Surakarta;-7.5823763;110.8386499
Wedangan Mbk Wati;MENJUL NASI MINUMAN DAN GORENGAN;Surakarta;Surakarta;Surakarta;-7.582462;110.8387644
Toko Mbak Nunung;MENJUAL SEMBAKO;Surakarta;Surakarta;Surakarta;-7.58245;110.8388754
Bengkel Pak Dhe;MEREPARASI KENDARAAN BERMOTOR;Surakarta;Surakarta;Surakarta;-7.5829202;110.8385098
Toko Yuni;MENJUAL SEMBAKO ;Surakarta;Surakarta;Surakarta;-7.5824586;110.8388969
Bengkel Pak Muji;JASA REPARASI KENDARAAN DAN TAMBAL BAN;Surakarta;Surakarta;Surakarta;-7.5834989;110.837242
Warung Sayur Bu Marni;MENJUL SAYURAN;Surakarta;Surakarta;Surakarta;-7.5849446;110.8372128
Nasi Bakar;menjual nasi ;Surakarta;Surakarta;Surakarta;-7.5544621;110.785937
Steak Ay Pasarkliwon Semanggi;MENJUAL STEAK AYAM;Surakarta;Surakarta;Surakarta;-7.5855179;110.8362114
Warung Bu Tarmi;MENJUAL MINUMAN DAN MAKANAN RINGAN;Surakarta;Surakarta;Surakarta;-7.5852524;110.8364037
Warung Mas Heri;MENJUAL NASI SAYUR;Surakarta;Surakarta;Surakarta;-7.586201;110.8359538
Warung Mbak Puji;MENJUAL ANEKA MAKANAN DAN MINUMAN;Surakarta;Surakarta;Surakarta;-7.5854925;110.8361879
Ayam Goreng;menjual daging ayam goreng;Surakarta;Surakarta;Surakarta;-7.5563804;110.7862016
Warung Makan Mba Ning;membuat makanan;Surakarta;Surakarta;Surakarta;-7.5564564;110.7833587
Persewaan Kursi;menyewakan kursi;Surakarta;Surakarta;Surakarta;-7.551053;110.7868476
Susu Segar Arief;menjual susu segar;Surakarta;Surakarta;Surakarta;-7.5556245;110.785023
Warung Kelontong;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5510296;110.7868124
Warung Makanan Ringan;menjual minuman;Surakarta;Surakarta;Surakarta;-7.5530895;110.7831899
Srabi Mbak Wulan;Penjual Srabi Aneka Rasa;Surakarta;Surakarta;Surakarta;-7.5688033;110.8467174
Potong Rambut Madura;pangkas rambut;Surakarta;Surakarta;Surakarta;-7.5746928;110.8063891
Bengkel Gaul;jasa servis motor ;Surakarta;Surakarta;Surakarta;-7.5621314;110.8386712
Nelly Snack;Menjual snack;Surakarta;Surakarta;Surakarta;-7.574691;110.8063449
Snack Basah Ria;menjual snack basah eceran;Surakarta;Surakarta;Surakarta;-7.5746633;110.8063127
Yana Catering;Catering;Surakarta;Surakarta;Surakarta;-7.5683843;110.8257269
Kos Mbak Menik;Menyewakan kamar kost secara  bulanan;Surakarta;Surakarta;Surakarta;-7.5575308;110.8478349
Kost Bu Esther;Menyewakan kamar kost bulanan dan tempat usaha tahunan;Surakarta;Surakarta;Surakarta;-7.557622888888889;110.84785461111112
Warung Makan Mbak Yati;Penyedia makanan dan minuman ;Surakarta;Surakarta;Surakarta;-7.5574699;110.8327497
Warung Bu Sabadiyah;Menjual Sembako dan rokok;Surakarta;Surakarta;Surakarta;-7.56820828751063;110.82596495747566
Wedangan;wedangan;Surakarta;Surakarta;Surakarta;-7.5726949;110.8401633
Online Shop Rusmiyati;Menjual pakaian secara online;Surakarta;Surakarta;Surakarta;-7.5747777;110.8388512
Toko Kelontong Sulastri;Menjual kebutuhan sehari-hari (beras,gula, teh,kopi);Surakarta;Surakarta;Surakarta;-7.57308;110.8403583
Warung Gas Lpg;WARUNG GAS LPG;Surakarta;Surakarta;Surakarta;-7.5745635;110.8383851
Sempol Rio Baba;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5746929;110.8063952
Kedai Mie Level;Menjual Makanan;Surakarta;Surakarta;Surakarta;-7.5743477;110.8067578
Warung Suka-Suka;warung makan;Surakarta;Surakarta;Surakarta;-7.5778469;110.8204087
Penyetan Omah Kratonan;menjual ayam goreng;Surakarta;Surakarta;Surakarta;-7.5778274;110.8196548
Trisna Laundry;menjual jasa laundry;Surakarta;Surakarta;Surakarta;-7.5753557;110.8063096
Jualan Stucklock Mekar;menjual shuttlecock;Surakarta;Surakarta;Surakarta;-7.5715383;110.8281225
Masakan Padang Yuko;Menjual Masakan Padang;Surakarta;Surakarta;Surakarta;-7.5714419;110.818769
Mie Ayam Favorit;Menjual Mie Ayam;Surakarta;Surakarta;Surakarta;-7.5734125;110.8192997
Warung Makan Kita;Menjual Masakan Jawa;Surakarta;Surakarta;Surakarta;-7.5728868;110.8204243
Wedangan Mbak Wulan;Mejual Nasi Bungkus, Gorengan, dan Minuman ;Surakarta;Surakarta;Surakarta;-7.5730157;110.8175309
Jasa Pajak Stnk;Melayani Pembayaran Pajak STNK;Surakarta;Surakarta;Surakarta;-7.5711991;110.8211664
Penjahit Bu Pami;vermak pakaian;Surakarta;Surakarta;Surakarta;-7.5746891;110.8063898
Martabak Yael;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5746881;110.8063901
Penjahit Bu Titik Mul;vermak pakaian;Surakarta;Surakarta;Surakarta;-7.5746877;110.8063908
Warung Makan Amanah Pak Slamet;Menjual Nasi Sayur;Surakarta;Surakarta;Surakarta;-7.5691901;110.8188258
Tahu Kupat Dan Soto Ayam Matahari;Menjual tahu kupat dan soto ayam;Surakarta;Surakarta;Surakarta;-7.5728846;110.8203205
Mie Ayam Bundane Rizky;Menjual Mie Ayam, Steak Ayam, Sop Ayam Kampung;Surakarta;Surakarta;Surakarta;-7.572783;110.8230671
Kelontong Mak Mar;menjual beras dan kebutuhan sehari hari;Surakarta;Surakarta;Surakarta;-7.5746929;110.806389
Agen Gas Elpigi Sca;menjual gas;Surakarta;Surakarta;Surakarta;-7.5746886;110.8063862
Toko Irfan;Menjual Sembako;Surakarta;Surakarta;Surakarta;-7.5711901;110.8211889
Sutlechok;sutlechok;Surakarta;Surakarta;Surakarta;-7.5826519;110.8136743
Warung Sembako;menjual telur;Surakarta;Surakarta;Surakarta;-7.5746901;110.8063878
Bikin Gitar;Bikin gitar;Surakarta;Surakarta;Surakarta;-7.5908668;110.8205305
Bikin Meubel;bikin meubel dari kayu;Surakarta;Surakarta;Surakarta;-7.590486;110.8198859
Warung Kopi Sifa;menjual kopi;Surakarta;Surakarta;Surakarta;-7.5746915;110.806392
Jual Meubel;Jual meubel;Surakarta;Surakarta;Surakarta;-7.59229;110.8224268
Warung Makan;Warung Makan;Surakarta;Surakarta;Surakarta;-7.5944743;110.8210598
Penjahit Bu Halim;vermak pakaian;Surakarta;Surakarta;Surakarta;-7.5746844;110.8063943
Soto Prima;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5746475;110.8063998
Panjahit Orlyn;vermak pakaian;Surakarta;Surakarta;Surakarta;-7.5746538;110.8063994
Penjahit Dasy;vermak pakaian;Surakarta;Surakarta;Surakarta;-7.5746511;110.8064
Gorengan Jujuk;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5746821;110.806394
Sosis Hot Naha Berkah;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5746953;110.8063895
Soto Bu Harsi;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5746533;110.8064023
